fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
8.6;0.35;0.44999999999999996;1.0499999999999998;0.029000000000000005;12.0;99.0;0.9952;3.24;0.49999999999999994;11.3;3
7.0;0.32;0.41000000000000003;8.0;0.03699999999999999;50.0;172.0;0.99385;2.87;0.51;9.7;3
7.0;0.28;0.2700000000000001;14.4;0.06699999999999999;50.0;162.0;0.99595;2.71;0.43000000000000005;9.299999999999999;3
7.1000000000000005;-0.6500000000000001;0.5800000000000001;7.199999999999999;0.043;10.0;114.0;0.9948199999999999;3.3;0.31;9.799999999999999;3
9.2;0.23;0.22999999999999995;7.549999999999997;0.06899999999999999;52.5;188.0;0.995;3.05;0.6200000000000001;10.200000000000001;3
7.8;0.21000000000000002;0.30000000000000004;2.4999999999999996;0.03799999999999999;41.0;141.0;0.9914499999999999;3.1100000000000003;0.5800000000000001;10.799999999999999;3
6.5;0.42;0.29000000000000004;4.3;0.02099999999999999;49.0;163.0;0.99075;3.21;0.8400000000000001;12.399999999999999;3
7.700000000000001;0.51;0.03999999999999998;2.0;0.039999999999999994;31.0;116.0;0.9944;3.47;0.49;11.0;3
6.5;0.42;0.29000000000000004;4.3;0.02099999999999999;49.0;163.0;0.99075;3.21;0.8400000000000001;12.399999999999999;3
11.1;0.03;0.23000000000000004;7.4;0.06999999999999999;37.0;134.0;0.9981;2.69;0.48000000000000004;9.599999999999998;3
7.7;0.27;0.25000000000000006;19.450000000000003;0.075;33.0;138.0;0.9991500000000001;2.85;0.44000000000000006;9.5;3
7.7;0.27;0.25000000000000006;19.450000000000003;0.075;33.0;138.0;0.9991500000000001;2.85;0.44000000000000006;9.5;3
8.0;0.27;0.22999999999999995;6.149999999999998;0.073;75.5;199.0;0.9939;3.2;0.49;10.200000000000001;3
6.6;0.21000000000000002;0.2;8.9;0.049;38.0;209.0;0.9968199999999999;3.55;0.45;10.899999999999999;3
8.600000000000001;0.010000000000000009;0.25;7.6;0.011000000000000003;31.0;142.0;0.9980000000000001;3.3800000000000003;0.48;9.399999999999999;3
7.300000000000001;0.35000000000000003;-0.13;0.7;0.047999999999999994;22.0;103.0;0.9932;3.43;0.56;10.8;3
8.7;0.38;0.38;11.149999999999999;0.067;56.5;186.0;0.9964;3.05;0.52;9.700000000000001;3
8.8;0.2;0.17999999999999997;12.549999999999997;0.08099999999999999;52.5;214.5;0.997;3.1;0.52;9.600000000000001;3
8.8;0.2;0.17999999999999997;12.549999999999997;0.08099999999999999;52.5;214.5;0.997;3.1;0.52;9.600000000000001;3
8.8;0.2;0.17999999999999997;12.549999999999997;0.08099999999999999;52.5;214.5;0.997;3.1;0.52;9.600000000000001;3
8.8;0.2;0.17999999999999997;12.549999999999997;0.08099999999999999;52.5;214.5;0.997;3.1;0.52;9.600000000000001;3
8.8;0.2;0.17999999999999997;12.549999999999997;0.08099999999999999;52.5;214.5;0.997;3.1;0.52;9.600000000000001;3
9.3;0.19;0.45999999999999996;14.999999999999996;0.074;47.5;183.0;0.9985999999999999;3.16;0.6799999999999999;9.8;3
7.8;0.17;0.4;2.9999999999999996;0.03799999999999999;27.0;150.0;0.99175;2.8800000000000003;0.5800000000000001;10.799999999999999;3
5.8999999999999995;0.14500000000000002;0.21000000000000005;6.3;-0.12499999999999999;59.0;177.0;0.9974999999999999;3.44;0.5900000000000001;8.6;3
9.2;0.22;0.19999999999999998;8.749999999999998;0.06799999999999999;62.5;203.0;0.995;3.07;0.5900000000000001;10.200000000000001;3
6.5;0.35000000000000003;-0.09000000000000002;2.8;0.038;29.0;102.0;0.9912;3.3200000000000003;0.33;12.600000000000001;3
6.1000000000000005;-0.4300000000000001;0.55;0.19999999999999973;0.05;2.0;110.0;0.99462;3.42;0.48000000000000004;8.399999999999999;3
8.8;0.2;0.17999999999999997;12.549999999999997;0.08099999999999999;52.5;214.5;0.997;3.1;0.52;9.600000000000001;3
7.4;0.26;0.25;5.949999999999999;0.045000000000000005;18.0;103.0;0.9951;3.5700000000000003;0.37;11.0;3
6.5;-0.020000000000000073;0.18000000000000002;5.25;0.063;33.0;181.0;0.9926;3.25;0.37;10.1;3
7.2;0.29000000000000004;0.32000000000000006;15.7;0.03399999999999999;47.0;167.0;0.99745;3.02;0.7200000000000001;9.5;3
8.600000000000001;0.21000000000000002;0.37000000000000005;12.9;0.04599999999999999;51.0;169.0;0.99845;3.02;0.87;9.6;3
7.2;0.29000000000000004;0.32000000000000006;15.7;0.03399999999999999;47.0;167.0;0.99745;3.02;0.7200000000000001;9.5;3
8.600000000000001;0.21000000000000002;0.37000000000000005;12.9;0.04599999999999999;51.0;169.0;0.99845;3.02;0.87;9.6;3
8.600000000000001;0.21000000000000002;0.37000000000000005;12.9;0.04599999999999999;51.0;169.0;0.99845;3.02;0.87;9.6;3
8.5;0.18;0.18999999999999997;15.649999999999999;0.07999999999999999;31.5;199.0;0.9982;3.09;0.52;9.700000000000001;3
4.6;0.23500000000000001;0.020000000000000018;-4.440892098500626e-16;-0.12799999999999997;58.0;146.0;0.9943;3.51;0.5;8.6;3
4.5;0.23500000000000001;0.010000000000000023;-0.10000000000000031;-0.12999999999999998;60.0;148.0;0.9943;3.5;0.5;8.6;3
7.8;0.18000000000000002;0.34;2.6999999999999997;0.03799999999999999;43.0;153.0;0.9914499999999999;3.04;0.74;11.799999999999999;3
6.5;-0.020000000000000073;0.18000000000000002;5.25;0.063;33.0;181.0;0.9926;3.25;0.37;10.1;3
5.2;0.18500000000000003;0.24000000000000002;0.9999999999999996;-0.12499999999999999;60.0;179.0;0.9962;3.7399999999999998;0.72;9.2;3
7.2;0.29000000000000004;0.32000000000000006;15.7;0.03399999999999999;47.0;167.0;0.99745;3.02;0.7200000000000001;9.5;3
8.600000000000001;0.21000000000000002;0.37000000000000005;12.9;0.04599999999999999;51.0;169.0;0.99845;3.02;0.87;9.6;3
6.0;0.32;0.27999999999999997;1.15;0.026000000000000002;17.0;84.0;0.9917999999999999;3.41;0.51;11.5;3
7.4;0.16;0.38000000000000006;2.8999999999999995;0.03399999999999999;21.0;158.0;0.99285;3.2;0.52;10.7;3
8.4;0.54;0.3;7.35;0.022000000000000006;28.0;98.0;0.9929;3.2500000000000004;0.33999999999999997;13.6;3
7.4;0.39;0.53;1.65;0.023000000000000007;21.0;95.0;0.9912;3.3000000000000003;0.46;12.4;3
7.4;0.16;0.38000000000000006;2.8999999999999995;0.03399999999999999;21.0;158.0;0.99285;3.2;0.52;10.7;3
7.0;0.19;0.45000000000000007;2.4999999999999996;0.05499999999999999;37.0;159.0;0.9904499999999999;3.0500000000000003;0.5;11.799999999999999;3
10.1;0.15;0.19000000000000003;19.6;0.03;38.0;134.0;0.9997;2.7600000000000002;0.7300000000000001;10.799999999999999;3
8.2;0.52;0.33999999999999997;6.199999999999999;0.032;17.0;74.0;0.9935;3.19;0.33;10.3;3
7.300000000000001;0.33;0.36;7.65;0.016000000000000004;23.0;84.0;0.9934;3.18;0.5900000000000001;12.200000000000001;3
5.7;0.43;-0.06;4.2;0.026999999999999996;27.0;110.0;0.991;3.54;0.4;12.8;3
8.2;0.52;0.33999999999999997;6.199999999999999;0.032;17.0;74.0;0.9935;3.19;0.33;10.3;3
7.2;0.010000000000000009;0.32;3.4;0.012000000000000004;13.0;135.0;0.9936;3.3800000000000003;0.44;11.899999999999999;3
10.1;0.15;0.19000000000000003;19.6;0.03;38.0;134.0;0.9997;2.7600000000000002;0.7300000000000001;10.799999999999999;3
7.9;0.27;0.33000000000000007;7.5;0.040999999999999995;36.0;162.0;0.99175;2.87;0.75;12.2;3
4.1;0.135;0.21000000000000005;0.09999999999999964;-0.11699999999999999;48.0;143.0;0.9949;3.55;0.45999999999999996;8.7;3
4.1;0.135;0.21000000000000005;0.09999999999999964;-0.11699999999999999;48.0;143.0;0.9949;3.55;0.45999999999999996;8.7;3
7.8;0.36;0.23000000000000004;14.3;0.16;32.0;191.0;0.99862;3.05;0.54;9.899999999999999;3
7.7;0.31;0.7;2.3999999999999995;0.151;44.0;148.0;0.99285;2.7600000000000002;0.47000000000000003;9.6;3
6.4;0.48;0.30000000000000004;1.2999999999999998;0.145;5.0;62.0;0.9906600000000001;3.0399999999999996;0.6300000000000001;10.9;3
6.0;-5.551115123125783e-17;0.11000000000000001;8.1;0.056;51.0;181.0;0.9958;3.25;0.37;7.4;3
9.100000000000001;0.22;0.33000000000000007;8.2;0.02799999999999999;33.0;149.0;0.99425;2.7800000000000002;0.5;10.399999999999999;3
9.7;0.22999999999999998;0.38999999999999996;3.5999999999999996;-0.0029999999999999957;23.0;144.0;0.9965;3.1900000000000004;0.5;11.299999999999999;3
7.8;0.3;0.25000000000000006;7.6;0.032999999999999995;32.0;159.0;0.9924499999999999;2.8200000000000003;0.52;11.399999999999999;3
5.9;0.27;-0.19;0.8999999999999999;0.027999999999999997;28.0;101.0;0.9916;3.4800000000000004;0.56;11.100000000000001;3
8.4;0.23;0.21;11.049999999999997;0.074;49.5;185.0;0.9967;3.37;0.46;10.500000000000002;3
11.4;0.17999999999999997;0.33;4.5;0.022;11.0;125.0;0.9946;2.79;0.54;11.399999999999999;3
8.0;0.17000000000000004;0.32;-0.8000000000000003;0.023999999999999997;21.0;75.0;0.9931000000000001;3.22;0.32;8.9;3
5.9;0.08000000000000002;0.3;2.5;0.009000000000000001;21.0;154.0;0.9948;3.93;0.38999999999999996;10.499999999999998;3
7.8;0.3;0.25000000000000006;7.6;0.032999999999999995;32.0;159.0;0.9924499999999999;2.8200000000000003;0.52;11.399999999999999;3
4.9;0.16000000000000003;-0.12;4.1;0.033;21.0;104.0;0.9949;3.58;0.46;9.3;3
7.899999999999999;0.21000000000000002;0.38999999999999996;-1.3000000000000003;0.048;14.0;74.0;0.9931000000000001;3.33;0.35000000000000003;9.1;3
7.9;0.3;0.32999999999999996;8.949999999999998;0.056999999999999995;55.5;214.0;0.995;3.18;0.6499999999999999;10.200000000000001;3
4.9;0.16000000000000003;-0.12;4.1;0.033;21.0;104.0;0.9949;3.58;0.46;9.3;3
5.0;0.15000000000000002;-0.12;4.3;0.032;21.0;104.0;0.9948;3.58;0.47000000000000003;9.5;3
6.800000000000001;0.2;-0.04999999999999999;2.2;0.033999999999999996;29.0;107.0;0.992;3.2100000000000004;0.55;11.3;3
9.2;0.215;0.01000000000000003;15.5;0.018000000000000002;22.0;116.0;0.9982;2.82;0.6900000000000001;10.299999999999999;3
7.899999999999999;0.21000000000000002;0.38999999999999996;-1.3000000000000003;0.048;14.0;74.0;0.9931000000000001;3.33;0.35000000000000003;9.1;3
11.8;0.16;0.4;12.1;0.03;22.0;127.0;1.0;2.92;0.53;9.7;3
7.0;0.35000000000000003;0.43000000000000005;7.699999999999999;0.04299999999999999;28.0;155.0;0.99355;2.8200000000000003;0.46;10.299999999999999;3
7.0;0.34;0.43000000000000005;8.1;0.040999999999999995;29.0;154.0;0.99355;2.8200000000000003;0.47000000000000003;10.2;3
5.3999999999999995;-0.040000000000000036;0.2;8.45;0.041;32.0;173.0;0.9958;3.5100000000000002;0.48999999999999994;8.2;3
7.0;0.22;0.26000000000000006;19.25;0.032999999999999995;41.0;145.0;0.99815;2.98;0.41000000000000003;9.399999999999999;3
7.0;0.22;0.26000000000000006;19.25;0.032999999999999995;41.0;145.0;0.99815;2.98;0.41000000000000003;9.399999999999999;3
9.0;0.625;0.25999999999999995;3.7499999999999996;0.014000000000000002;20.0;101.0;0.9912;3.08;0.31;13.8;3
9.0;0.625;0.25999999999999995;3.7499999999999996;0.014000000000000002;20.0;101.0;0.9912;3.08;0.31;13.8;3
7.5;0.3;0.28;5.699999999999999;0.019999999999999993;27.0;154.0;0.99115;2.75;0.31000000000000005;11.299999999999999;3
7.0;0.22;0.26000000000000006;19.25;0.032999999999999995;41.0;145.0;0.99815;2.98;0.41000000000000003;9.399999999999999;3
6.9;0.12;0.29;6.2;-0.005999999999999998;21.0;150.0;0.9940000000000001;3.49;0.7999999999999999;12.299999999999999;3
4.8;0.13999999999999996;0.42000000000000004;1.4;0.05;31.0;170.0;0.9932;3.25;0.38999999999999996;7.300000000000001;3
7.1000000000000005;0.37;0.3;1.45;0.024;24.0;96.0;0.9919;3.39;0.33;12.200000000000001;3
10.4;0.0;0.22000000000000003;4.5;0.031;34.0;133.0;0.9932;2.7;0.54;11.799999999999999;3
7.0;0.2;-0.030000000000000027;1.9;0.053;37.0;123.0;0.996;3.8400000000000003;0.48000000000000004;10.600000000000001;3
5.699999999999999;-0.10000000000000006;0.24000000000000005;4.9;0.052000000000000005;51.0;181.0;0.9952;3.42;0.6699999999999999;8.0;3
11.3;0.1;0.25000000000000006;4.7;0.034;21.0;128.0;0.9952;2.69;0.5;10.299999999999999;3
7.9;0.09000000000000002;0.26999999999999996;5.6;0.013999999999999999;26.0;141.0;0.9953000000000001;3.2900000000000005;0.37;10.499999999999998;3
7.8;0.09999999999999998;0.26999999999999996;5.7;0.013999999999999999;27.0;145.0;0.9953000000000001;3.2900000000000005;0.37;10.499999999999998;3
5.1000000000000005;0.34;-0.21000000000000002;0.8999999999999999;0.033;25.0;104.0;0.9906;3.68;0.39;11.3;3
10.6;0.16;0.22000000000000003;4.5;0.013999999999999999;25.0;127.0;0.9919;2.7600000000000002;0.4000000000000001;12.499999999999998;3
6.3999999999999995;0.019999999999999962;0.26;1.3;0.067;25.0;174.0;0.9948;3.38;0.43;7.6;3
10.0;0.01999999999999999;0.23000000000000004;8.100000000000001;0.024;31.0;141.0;0.9968;2.8;0.7400000000000001;9.899999999999999;3
6.8;0.24000000000000002;0.26000000000000006;6.699999999999999;0.03399999999999999;43.0;163.0;0.99335;2.95;0.81;10.2;3
7.8;0.27;0.16999999999999996;3.6499999999999977;0.06999999999999999;56.5;191.0;0.9933;3.27;0.8500000000000001;10.500000000000002;3
5.699999999999999;-0.10000000000000006;0.24000000000000005;4.9;0.052000000000000005;51.0;181.0;0.9952;3.42;0.6699999999999999;8.0;3
7.0;0.2;-0.030000000000000027;1.9;0.053;37.0;123.0;0.996;3.8400000000000003;0.48000000000000004;10.600000000000001;3
10.3;0.18999999999999997;0.29000000000000004;4.5;0.023;10.0;125.0;0.9966;2.84;0.7300000000000001;9.999999999999998;3
6.8;0.15;0.22000000000000003;4.0;0.047;42.0;199.0;0.99462;3.5;0.44;10.899999999999999;3
5.300000000000001;0.19000000000000003;-0.09000000000000002;0.8999999999999999;0.046;24.0;119.0;0.9931;3.9200000000000004;0.74;10.8;3
10.9;0.28;0.29000000000000004;10.0;0.027999999999999997;17.0;118.0;0.998;2.86;0.47000000000000003;10.799999999999999;3
10.3;0.18999999999999997;0.29000000000000004;4.5;0.023;10.0;125.0;0.9966;2.84;0.7300000000000001;9.999999999999998;3
7.9;0.56;0.10999999999999999;10.35;0.034;19.0;95.0;0.9953;3.2900000000000005;0.26;12.1;3
11.0;0.16;0.29000000000000004;14.0;0.019999999999999997;25.0;120.0;0.998;2.69;0.4000000000000001;10.899999999999999;3
9.100000000000001;-0.56;0.6000000000000001;9.799999999999999;0.025;11.0;111.0;0.99652;3.03;0.38;9.899999999999999;3
5.7;0.09500000000000003;0.25;0.19999999999999973;-0.11499999999999999;49.0;151.0;0.9969;3.61;0.8;8.2;3
5.7;0.09500000000000003;0.25;0.19999999999999973;-0.11499999999999999;49.0;151.0;0.9969;3.61;0.8;8.2;3
8.6;0.31000000000000005;0.29;1.15;0.038000000000000006;18.0;101.0;0.9934;3.2100000000000004;0.51;10.9;3
6.1000000000000005;0.09500000000000003;0.24000000000000002;0.09999999999999964;-0.11899999999999998;50.0;154.0;0.9963;3.44;0.6199999999999999;8.0;3
12.2;-0.020000000000000018;0.27;4.5;0.03;29.0;131.0;0.996;2.7600000000000002;0.44000000000000006;10.2;3
5.7;0.09500000000000003;0.25;0.19999999999999973;-0.11499999999999999;49.0;151.0;0.9969;3.61;0.8;8.2;3
7.4;0.26;0.18000000000000005;9.1;0.03499999999999999;51.0;171.0;0.99445;2.8400000000000003;0.49000000000000005;9.899999999999999;3
7.4;0.25;0.18000000000000005;8.8;0.03599999999999999;53.0;175.0;0.99385;2.85;0.43000000000000005;10.2;3
5.7;0.9;-2.7755575615628914e-17;2.35;0.031;28.0;93.0;0.9925999999999999;3.41;0.31;10.6;3
10.1;0.04999999999999999;0.5;18.0;0.036;22.0;137.0;1.0004;2.48;0.41000000000000003;9.799999999999999;3
10.1;0.04999999999999999;0.5;18.0;0.036;22.0;137.0;1.0004;2.48;0.41000000000000003;9.799999999999999;3
8.600000000000001;0.29000000000000004;0.39000000000000007;10.0;0.03899999999999999;33.0;145.0;0.99685;3.08;0.51;10.0;3
7.0;0.13;0.32;7.3;0.013000000000000005;6.0;128.0;0.9967;3.3200000000000003;0.38;9.399999999999999;3
6.9;0.25;0.32000000000000006;13.4;0.03699999999999999;31.0;144.0;0.99635;3.04;0.45000000000000007;10.2;3
5.2;0.10500000000000001;0.29000000000000004;11.7;-0.11199999999999999;74.0;164.0;1.0021;3.7399999999999998;0.38999999999999996;7.699999999999999;3
6.2;0.17;0.29000000000000004;7.8;0.03399999999999999;43.0;152.0;0.99315;3.31;0.51;11.299999999999999;3
6.9;0.25;0.32000000000000006;13.4;0.03699999999999999;31.0;144.0;0.99635;3.04;0.45000000000000007;10.2;3
7.2;0.42000000000000004;0.31999999999999995;1.9499999999999997;0.030000000000000006;17.0;85.0;0.99;3.2600000000000002;0.49000000000000005;13.8;3
5.4;0.29000000000000004;-0.24000000000000002;1.0;0.06;34.0;128.0;0.9936;3.3600000000000003;0.47000000000000003;9.100000000000001;3
6.2;0.17;0.29000000000000004;7.8;0.03399999999999999;43.0;152.0;0.99315;3.31;0.51;11.299999999999999;3
7.0;0.13;0.32;7.3;0.013000000000000005;6.0;128.0;0.9967;3.3200000000000003;0.38;9.399999999999999;3
5.8999999999999995;0.165;0.26;8.799999999999999;-0.11999999999999998;48.0;142.0;0.9993;3.48;0.52;8.9;3
5.2;0.10500000000000001;0.29000000000000004;11.7;-0.11199999999999999;74.0;164.0;1.0021;3.7399999999999998;0.38999999999999996;7.699999999999999;3
8.9;0.23;0.18999999999999997;9.049999999999997;0.063;58.5;188.0;0.9949;3.08;0.6100000000000001;10.200000000000001;3
6.7;0.23;0.24000000000000005;18.200000000000003;0.040999999999999995;44.0;137.0;0.99815;2.98;0.42000000000000004;9.5;3
6.7;0.23;0.24000000000000005;18.200000000000003;0.040999999999999995;44.0;137.0;0.99815;2.98;0.42000000000000004;9.5;3
6.7;0.23;0.24000000000000005;18.200000000000003;0.040999999999999995;44.0;137.0;0.99815;2.98;0.42000000000000004;9.5;3
6.1000000000000005;0.47000000000000003;0.11999999999999997;1.5499999999999998;0.038000000000000006;21.0;93.0;0.9927999999999999;3.45;0.55;11.3;3
8.9;0.23;0.18999999999999997;9.049999999999997;0.063;58.5;188.0;0.9949;3.08;0.6100000000000001;10.200000000000001;3
6.7;0.23;0.24000000000000005;18.200000000000003;0.040999999999999995;44.0;137.0;0.99815;2.98;0.42000000000000004;9.5;3
5.999999999999999;0.17000000000000004;0.31;-0.7000000000000004;0.04;22.0;71.0;0.9907;3.39;0.34;10.2;3
7.1000000000000005;0.28;-0.07;0.7;0.044;25.0;117.0;0.993;3.45;0.5800000000000001;11.100000000000001;3
9.9;0.03;0.29000000000000004;6.0;0.025;18.0;127.0;0.9932;2.97;0.48000000000000004;12.399999999999999;3
11.5;-0.010000000000000009;0.33;4.4;0.017;14.0;123.0;0.9959;2.74;0.45000000000000007;10.7;3
7.0;0.26;0.26000000000000006;11.799999999999999;0.06699999999999999;47.0;153.0;0.99475;2.73;0.43000000000000005;9.7;3
7.1000000000000005;0.41000000000000003;-0.10999999999999999;4.4;0.039;35.0;109.0;0.9918;3.43;0.6;12.5;3
4.7;0.18500000000000003;0.26;11.2;-0.11699999999999999;61.0;174.0;1.0001;3.71;0.42;8.5;3
7.0;0.26;0.26000000000000006;11.799999999999999;0.06699999999999999;47.0;153.0;0.99475;2.73;0.43000000000000005;9.7;3
7.1000000000000005;0.41000000000000003;-0.10999999999999999;4.4;0.039;35.0;109.0;0.9918;3.43;0.6;12.5;3
6.2;0.29000000000000004;0.21000000000000005;13.25;0.03899999999999999;42.0;162.0;0.99375;2.8800000000000003;0.51;10.799999999999999;3
5.6;0.10999999999999993;0.24000000000000005;12.0;0.066;23.0;175.0;0.9986;3.43;0.47000000000000003;7.800000000000001;3
6.1000000000000005;0.51;0.04000000000000005;3.6999999999999997;0.04499999999999999;36.0;145.0;0.99285;3.1100000000000003;0.55;9.899999999999999;3
6.5;-0.5800000000000001;0.67;0.49999999999999956;0.032;12.0;115.0;0.99252;3.4499999999999997;0.6799999999999999;10.999999999999998;3
7.2;0.15999999999999998;0.21999999999999997;3.1999999999999997;0.0030000000000000027;22.0;143.0;0.9937;3.4800000000000004;0.36;11.299999999999999;3
7.3;0.23;0.31000000000000005;18.0;0.04699999999999999;49.0;157.0;0.99785;3.0500000000000003;0.43000000000000005;10.299999999999999;3
7.3;0.23;0.31000000000000005;18.0;0.04699999999999999;49.0;157.0;0.99785;3.0500000000000003;0.43000000000000005;10.299999999999999;3
7.4;-0.08000000000000007;0.23000000000000004;2.1;0.04;22.0;163.0;0.9914;3.1100000000000003;0.6000000000000001;10.4;3
6.2;0.28;-0.07;6.5;0.045;37.0;118.0;0.9939;3.49;0.54;11.100000000000001;3
11.4;0.009999999999999981;0.33;8.8;0.042;31.0;133.0;0.9968;2.79;0.5800000000000001;11.299999999999999;3
5.9;0.38;0.29;8.35;0.048;20.0;102.0;0.9934;3.3400000000000003;0.24;11.8;3
6.8;-0.53;0.92;12.299999999999999;0.052000000000000005;9.0;105.0;0.9979199999999999;3.2299999999999995;0.35000000000000003;8.499999999999998;3
7.1000000000000005;0.30000000000000004;-0.040000000000000036;14.8;0.06;30.0;117.0;0.9998;3.5100000000000002;0.52;9.9;3
7.1000000000000005;0.30000000000000004;-0.040000000000000036;14.8;0.06;30.0;117.0;0.9998;3.5100000000000002;0.52;9.9;3
5.3;0.18500000000000003;0.45000000000000007;11.799999999999999;-0.12099999999999998;66.0;180.0;1.0003;3.42;0.5;7.6;3
6.9;0.28;0.29;2.35;0.025;19.0;89.0;0.9917999999999999;3.47;0.6699999999999999;12.9;3
5.999999999999999;0.135;0.25;9.25;-0.11499999999999999;55.0;146.0;0.9993;3.4899999999999998;0.52;8.799999999999999;3
7.4;0.21000000000000002;0.30000000000000004;11.1;0.04499999999999999;49.0;164.0;0.99505;3.08;0.47000000000000003;10.6;3
6.6000000000000005;0.135;-0.09000000000000002;6.3;0.06;25.0;105.0;0.9954;3.68;0.42000000000000004;9.9;3
6.6000000000000005;0.09999999999999998;0.18;16.9;0.0030000000000000027;21.0;141.0;0.9976;3.2300000000000004;0.52;10.899999999999999;3
6.8;-0.53;0.92;12.299999999999999;0.052000000000000005;9.0;105.0;0.9979199999999999;3.2299999999999995;0.35000000000000003;8.499999999999998;3
6.2;0.26;-0.04999999999999999;4.6;0.041999999999999996;30.0;99.0;0.9921;3.4800000000000004;0.48000000000000004;12.100000000000001;3
6.4;0.26;-0.04999999999999999;2.5;0.039;35.0;102.0;0.9905;3.4200000000000004;0.45;12.5;3
7.1000000000000005;0.30000000000000004;-0.040000000000000036;14.8;0.06;30.0;117.0;0.9998;3.5100000000000002;0.52;9.9;3
6.199999999999999;0.19000000000000003;0.37;0.19999999999999973;0.057999999999999996;18.0;79.0;0.9935;3.45;0.38;9.1;3
7.9;0.32;0.36;1.5499999999999998;0.042;24.0;91.0;0.9934999999999999;3.3400000000000003;0.38;11.700000000000001;3
8.9;0.61;0.41000000000000003;8.6;0.062;34.0;188.0;0.9994;3.24;0.51;8.7;3
